Index,Start_Ticks,Start_Time,Pitch,Pitch_MIDI,Velocity,Duration_Ticks,Duration,Source,Slur_Category,Notes
51,8640,18.0,G3,55,78,120,0.25,raw_midi,,
52,9000,18.75,G4,67,83,480,1.0,raw_midi,,
53,9000,18.75,B4,71,83,480,1.0,raw_midi,,
54,9000,18.75,E5,76,83,480,1.0,raw_midi,,
55,9000,18.75,G5,79,83,480,1.0,raw_midi,,
56,9120,19.0,E2,40,81,120,0.25,raw_midi,,
57,9120,19.0,E3,52,81,120,0.25,raw_midi,,
58,9480,19.75,F#4,66,79,480,1.0,raw_midi,,
59,9480,19.75,A4,69,79,480,1.0,raw_midi,,
60,9480,19.75,D5,74,79,480,1.0,raw_midi,,
61,9480,19.75,F#5,78,79,480,1.0,raw_midi,,
62,9600,20.0,A2,45,78,120,0.25,raw_midi,,
63,9600,20.0,A3,57,78,120,0.25,raw_midi,,
64,10560,22.0,A2,45,55,120,0.25,raw_midi,,
65,10560,22.0,A3,57,55,120,0.25,raw_midi,,
66,10560,22.0,F#4,66,52,120,0.25,raw_midi,,
67,10560,22.0,A4,69,52,120,0.25,raw_midi,,
68,10560,22.0,D5,74,52,120,0.25,raw_midi,,
69,11040,23.0,A1,33,51,120,0.25,raw_midi,,
70,11040,23.0,A2,45,51,120,0.25,raw_midi,,
71,11040,23.0,E4,64,48,120,0.25,raw_midi,,
72,11040,23.0,G4,67,48,120,0.25,raw_midi,,
73,11040,23.0,A4,69,48,120,0.25,raw_midi,,
74,11040,23.0,C#5,73,48,120,0.25,raw_midi,,
75,11520,24.0,D2,38,46,120,0.25,raw_midi,,
76,11520,24.0,D3,50,46,120,0.25,raw_midi,,
77,11520,24.0,D4,62,44,120,0.25,raw_midi,,
78,11520,24.0,F#4,66,44,120,0.25,raw_midi,,
79,11520,24.0,A4,69,44,120,0.25,raw_midi,,
80,11520,24.0,D5,74,44,120,0.25,raw_midi,,
81,12360,25.75,F5,77,91,840,1.75,raw_midi,,
82,12480,26.0,F4,65,90,720,1.5,raw_midi,,
83,13200,27.5,E4,64,79,120,0.25,raw_midi,,
84,13200,27.5,E5,76,80,120,0.25,raw_midi,,
85,13320,27.75,D4,62,77,120,0.25,raw_midi,,
86,13320,27.75,D5,74,79,120,0.25,raw_midi,,
87,13440,28.0,C4,60,76,120,0.25,raw_midi,,
88,13440,28.0,C5,72,77,120,0.25,raw_midi,,
89,13560,28.25,C#4,61,74,120,0.25,raw_midi,,
90,13560,28.25,C#5,73,76,120,0.25,raw_midi,,
91,13680,28.5,D4,62,73,120,0.25,raw_midi,,
92,13680,28.5,D5,74,74,120,0.25,raw_midi,,
93,13800,28.75,A3,57,71,120,0.25,raw_midi,,
94,13800,28.75,A4,69,73,120,0.25,raw_midi,,
95,13920,29.0,C4,60,69,120,0.25,raw_midi,,
96,13920,29.0,C5,72,71,120,0.25,raw_midi,,
97,14040,29.25,A#3,58,67,120,0.25,raw_midi,,
98,14040,29.25,A#4,70,70,120,0.25,raw_midi,,
99,14160,29.5,A3,57,64,120,0.25,raw_midi,,
100,14160,29.5,A4,69,68,120,0.25,raw_midi,,
101,14280,29.75,G3,55,62,120,0.25,raw_midi,,
102,14280,29.75,G4,67,66,120,0.25,raw_midi,,
103,14400,30.0,F3,53,59,360,0.75,raw_midi,,
104,14400,30.0,F4,65,65,360,0.75,raw_midi,,
105,15240,31.75,A3,57,41,480,1.0,raw_midi,,
106,15240,31.75,C4,60,41,480,1.0,raw_midi,,
107,15240,31.75,F4,65,42,480,1.0,raw_midi,,
108,15360,32.0,F2,41,40,120,0.25,raw_midi,,
109,15360,32.0,F3,53,40,120,0.25,raw_midi,,
110,15720,32.75,A3,57,44,480,1.0,raw_midi,,
111,15720,32.75,C4,60,44,480,1.0,raw_midi,,
112,15720,32.75,A4,69,46,480,1.0,raw_midi,,
113,15840,33.0,F2,41,45,120,0.25,raw_midi,,
114,15840,33.0,F3,53,45,120,0.25,raw_midi,,
115,16200,33.75,A3,57,42,480,1.0,raw_midi,,
116,16200,33.75,C4,60,42,480,1.0,raw_midi,,
117,16200,33.75,F4,65,42,480,1.0,raw_midi,,
118,16320,34.0,F2,41,43,120,0.25,raw_midi,,
119,16320,34.0,F3,53,43,120,0.25,raw_midi,,
120,17160,35.75,A3,57,50,480,1.0,raw_midi,,
121,17160,35.75,C4,60,50,480,1.0,raw_midi,,
122,17160,35.75,F4,65,50,480,1.0,raw_midi,,
123,17280,36.0,F2,41,50,120,0.25,raw_midi,,
124,17280,36.0,F3,53,50,120,0.25,raw_midi,,
125,17640,36.75,C4,60,54,480,1.0,raw_midi,,
126,17640,36.75,F4,65,54,480,1.0,raw_midi,,
127,17640,36.75,A4,69,54,480,1.0,raw_midi,,
128,17640,36.75,C5,72,54,480,1.0,raw_midi,,
129,17760,37.0,F2,41,53,120,0.25,raw_midi,,
130,17760,37.0,F3,53,53,120,0.25,raw_midi,,
131,18120,37.75,A3,57,52,480,1.0,raw_midi,,
132,18120,37.75,C4,60,52,480,1.0,raw_midi,,
133,18120,37.75,F4,65,52,480,1.0,raw_midi,,
134,18240,38.0,F2,41,50,120,0.25,raw_midi,,
135,18240,38.0,F3,53,50,120,0.25,raw_midi,,
136,19080,39.75,A3,57,78,480,1.0,raw_midi,,
137,19080,39.75,C4,60,78,480,1.0,raw_midi,,
138,19080,39.75,F4,65,78,480,1.0,raw_midi,,
139,19080,39.75,A4,69,78,480,1.0,raw_midi,,
140,19200,40.0,F2,41,77,120,0.25,raw_midi,,
141,19200,40.0,F3,53,77,120,0.25,raw_midi,,
142,19560,40.75,F4,65,83,480,1.0,raw_midi,,
143,19560,40.75,A4,69,83,480,1.0,raw_midi,,
144,19560,40.75,D5,74,83,480,1.0,raw_midi,,
145,19560,40.75,F5,77,83,480,1.0,raw_midi,,
146,19680,41.0,D2,38,81,120,0.25,raw_midi,,
147,19680,41.0,D3,50,81,120,0.25,raw_midi,,
148,20040,41.75,E4,64,77,480,1.0,raw_midi,,
149,20040,41.75,G4,67,77,480,1.0,raw_midi,,
150,20040,41.75,C5,72,77,480,1.0,raw_midi,,
151,20040,41.75,E5,76,77,480,1.0,raw_midi,,
152,20160,42.0,G2,43,79,120,0.25,raw_midi,,
153,20160,42.0,G3,55,79,120,0.25,raw_midi,,
154,21120,44.0,G2,43,52,120,0.25,raw_midi,,
155,21120,44.0,G3,55,52,120,0.25,raw_midi,,
156,21120,44.0,E4,64,44,120,0.25,raw_midi,,
157,21120,44.0,G4,67,44,120,0.25,raw_midi,,
158,21120,44.0,C5,72,44,120,0.25,raw_midi,,
159,21600,45.0,G1,31,50,120,0.25,raw_midi,,
160,21600,45.0,G2,43,50,120,0.25,raw_midi,,
161,21600,45.0,D4,62,47,120,0.25,raw_midi,,
162,21600,45.0,F4,65,47,120,0.25,raw_midi,,
163,21600,45.0,G4,67,47,120,0.25,raw_midi,,
164,21600,45.0,B4,71,47,120,0.25,raw_midi,,
165,22080,46.0,C2,36,47,120,0.25,raw_midi,,
166,22080,46.0,C3,48,47,120,0.25,raw_midi,,
167,22080,46.0,C4,60,45,120,0.25,raw_midi,,
168,22080,46.0,E4,64,45,120,0.25,raw_midi,,
169,22080,46.0,G4,67,45,120,0.25,raw_midi,,
170,22080,46.0,C5,72,45,120,0.25,raw_midi,,
171,22920,47.75,E4,64,90,480,1.0,raw_midi,,
172,22920,47.75,G4,67,90,480,1.0,raw_midi,,
173,22920,47.75,C5,72,90,480,1.0,raw_midi,,
174,22920,47.75,E5,76,90,480,1.0,raw_midi,,
175,23040,48.0,C3,48,88,120,0.25,raw_midi,,
176,23040,48.0,C4,60,88,120,0.25,raw_midi,,
177,23400,48.75,C5,72,96,480,1.0,raw_midi,,
178,23400,48.75,E5,76,96,480,1.0,raw_midi,,
179,23400,48.75,A5,81,96,480,1.0,raw_midi,,
180,23400,48.75,C6,84,96,480,1.0,raw_midi,,
181,23520,49.0,A2,45,97,120,0.25,raw_midi,,
182,23520,49.0,A3,57,97,120,0.25,raw_midi,,
183,23880,49.75,B4,71,91,480,1.0,raw_midi,,
184,23880,49.75,D5,74,91,480,1.0,raw_midi,,
185,23880,49.75,G5,79,91,480,1.0,raw_midi,,
186,23880,49.75,B5,83,91,480,1.0,raw_midi,,
187,24000,50.0,D3,50,90,120,0.25,raw_midi,,
188,24000,50.0,D4,62,90,120,0.25,raw_midi,,
189,24960,52.0,D3,50,55,120,0.25,raw_midi,,
190,24960,52.0,D4,62,55,120,0.25,raw_midi,,
191,24960,52.0,B4,71,55,120,0.25,raw_midi,,
192,24960,52.0,D5,74,55,120,0.25,raw_midi,,
193,24960,52.0,G5,79,55,120,0.25,raw_midi,,
194,25440,53.0,D2,38,53,120,0.25,raw_midi,,
195,25440,53.0,D3,50,53,120,0.25,raw_midi,,
196,25440,53.0,A4,69,53,120,0.25,raw_midi,,
197,25440,53.0,D5,74,53,120,0.25,raw_midi,,
198,25440,53.0,F#5,78,53,120,0.25,raw_midi,,
199,25920,54.0,G2,43,50,120,0.25,raw_midi,,
200,25920,54.0,G3,55,50,120,0.25,raw_midi,,
201,25920,54.0,B4,71,50,120,0.25,raw_midi,,
202,25920,54.0,D5,74,50,120,0.25,raw_midi,,
203,25920,54.0,G5,79,50,120,0.25,raw_midi,,
204,26880,56.0,D3,50,49,120,0.25,raw_midi,,
205,26880,56.0,D4,62,49,120,0.25,raw_midi,,
206,26880,56.0,B4,71,46,120,0.25,raw_midi,,
207,26880,56.0,D5,74,46,120,0.25,raw_midi,,
208,26880,56.0,G5,79,46,120,0.25,raw_midi,,
209,26880,56.0,B5,83,46,120,0.25,raw_midi,,
210,27360,57.0,D2,38,47,120,0.25,raw_midi,,
211,27360,57.0,D3,50,47,120,0.25,raw_midi,,
212,27360,57.0,A4,69,43,120,0.25,raw_midi,,
213,27360,57.0,D5,74,43,120,0.25,raw_midi,,
214,27360,57.0,F#5,78,43,120,0.25,raw_midi,,
215,27360,57.0,A5,81,43,120,0.25,raw_midi,,
216,27840,58.0,G2,43,45,120,0.25,raw_midi,,
217,27840,58.0,G3,55,45,120,0.25,raw_midi,,
218,27840,58.0,B4,71,41,120,0.25,raw_midi,,
219,27840,58.0,D5,74,41,120,0.25,raw_midi,,
220,27840,58.0,G5,79,41,120,0.25,raw_midi,,
221,27840,58.0,B5,83,41,120,0.25,raw_midi,,
222,28800,60.0,D3,50,42,120,0.25,raw_midi,,
223,28800,60.0,D4,62,42,120,0.25,raw_midi,,
224,28800,60.0,D5,74,36,120,0.25,raw_midi,,
225,28800,60.0,G5,79,36,120,0.25,raw_midi,,
226,28800,60.0,B5,83,36,120,0.25,raw_midi,,
227,28800,60.0,D6,86,36,120,0.25,raw_midi,,
228,29280,61.0,D2,38,40,120,0.25,raw_midi,,
229,29280,61.0,D3,50,40,120,0.25,raw_midi,,
230,29280,61.0,D5,74,34,120,0.25,raw_midi,,
231,29280,61.0,F#5,78,34,120,0.25,raw_midi,,
232,29280,61.0,A5,81,34,120,0.25,raw_midi,,
233,29280,61.0,D6,86,34,120,0.25,raw_midi,,
234,29760,62.0,G2,43,39,120,0.25,raw_midi,,
235,29760,62.0,G3,55,39,120,0.25,raw_midi,,
236,29760,62.0,G5,79,32,120,0.25,raw_midi,,
237,29880,62.25,A#5,82,39,120,0.25,raw_midi,,
238,30000,62.5,B5,83,39,120,0.25,raw_midi,,
239,30120,62.75,F#5,78,40,120,0.25,raw_midi,,
240,30240,63.0,A5,81,40,120,0.25,raw_midi,,
241,30360,63.25,G5,79,41,120,0.25,raw_midi,,
242,30480,63.5,F#5,78,42,120,0.25,raw_midi,,
243,30600,63.75,E5,76,42,120,0.25,raw_midi,,
244,30720,64.0,D4,62,36,120,0.25,raw_midi,,
245,30720,64.0,D5,74,43,120,0.25,raw_midi,,
246,30840,64.25,D#4,63,41,120,0.25,raw_midi,,
247,30840,64.25,D#5,75,43,120,0.25,raw_midi,,
248,30960,64.5,E4,64,41,120,0.25,raw_midi,,
249,30960,64.5,E5,76,44,120,0.25,raw_midi,,
250,31080,64.75,B3,59,42,120,0.25,raw_midi,,
251,31080,64.75,B4,71,44,120,0.25,raw_midi,,
252,31200,65.0,D4,62,42,120,0.25,raw_midi,,
253,31200,65.0,D5,74,45,120,0.25,raw_midi,,
254,31320,65.25,C4,60,43,120,0.25,raw_midi,,
255,31320,65.25,C5,72,46,120,0.25,raw_midi,,
256,31440,65.5,B3,59,44,120,0.25,raw_midi,,
257,31440,65.5,B4,71,46,120,0.25,raw_midi,,
258,31560,65.75,A3,57,44,120,0.25,raw_midi,,
259,31560,65.75,A4,69,47,120,0.25,raw_midi,,
260,31680,66.0,G3,55,45,120,0.25,raw_midi,,
261,31680,66.0,G4,67,47,120,0.25,raw_midi,,
262,31800,66.25,A#3,58,45,120,0.25,raw_midi,,
263,31800,66.25,A#4,70,48,120,0.25,raw_midi,,
264,31920,66.5,B3,59,46,120,0.25,raw_midi,,
265,31920,66.5,B4,71,48,120,0.25,raw_midi,,
266,32040,66.75,F#3,54,47,120,0.25,raw_midi,,
267,32040,66.75,F#4,66,49,120,0.25,raw_midi,,
268,32160,67.0,A3,57,47,120,0.25,raw_midi,,
269,32160,67.0,A4,69,50,120,0.25,raw_midi,,
270,32280,67.25,G3,55,48,120,0.25,raw_midi,,
271,32280,67.25,G4,67,50,120,0.25,raw_midi,,
272,32400,67.5,F#3,54,49,120,0.25,raw_midi,,
273,32400,67.5,F#4,66,51,120,0.25,raw_midi,,
274,32520,67.75,E3,52,49,120,0.25,raw_midi,,
275,32520,67.75,E4,64,51,120,0.25,raw_midi,,
276,32640,68.0,D3,50,50,120,0.25,raw_midi,,
277,32640,68.0,D4,62,52,120,0.25,raw_midi,,
278,32760,68.25,D#3,51,50,120,0.25,raw_midi,,
279,32760,68.25,D#4,63,52,120,0.25,raw_midi,,
280,32880,68.5,E3,52,51,120,0.25,raw_midi,,
281,32880,68.5,E4,64,53,120,0.25,raw_midi,,
282,33000,68.75,B2,47,52,120,0.25,raw_midi,,
283,33000,68.75,B3,59,54,120,0.25,raw_midi,,
284,33120,69.0,D3,50,52,120,0.25,raw_midi,,
285,33120,69.0,D4,62,54,120,0.25,raw_midi,,
286,33240,69.25,C3,48,53,120,0.25,raw_midi,,
287,33240,69.25,C4,60,55,120,0.25,raw_midi,,
288,33360,69.5,B2,47,53,120,0.25,raw_midi,,
289,33360,69.5,B3,59,55,120,0.25,raw_midi,,
290,33480,69.75,A2,45,54,120,0.25,raw_midi,,
291,33480,69.75,A3,57,56,120,0.25,raw_midi,,
292,33600,70.0,G2,43,55,120,0.25,raw_midi,,
293,33600,70.0,G3,55,56,120,0.25,raw_midi,,
294,33720,70.25,A#2,46,55,120,0.25,raw_midi,,
295,33720,70.25,A#3,58,57,120,0.25,raw_midi,,
296,33840,70.5,B2,47,56,120,0.25,raw_midi,,
297,33840,70.5,B3,59,58,120,0.25,raw_midi,,
298,33960,70.75,F#2,42,57,120,0.25,raw_midi,,
299,33960,70.75,F#3,54,58,120,0.25,raw_midi,,
300,34080,71.0,A2,45,57,120,0.25,raw_midi,,
301,34080,71.0,A3,57,59,120,0.25,raw_midi,,
302,34200,71.25,G2,43,58,120,0.25,raw_midi,,
303,34200,71.25,G3,55,59,120,0.25,raw_midi,,
304,34320,71.5,F#2,42,58,120,0.25,raw_midi,,
305,34320,71.5,F#3,54,60,120,0.25,raw_midi,,
306,34440,71.75,E2,40,59,120,0.25,raw_midi,,
307,34440,71.75,E3,52,60,120,0.25,raw_midi,,
308,34560,72.0,D2,38,60,120,0.25,raw_midi,,
309,34560,72.0,D3,50,61,120,0.25,raw_midi,,
310,34680,72.25,D#2,39,60,120,0.25,raw_midi,,
311,34680,72.25,D#3,51,62,120,0.25,raw_midi,,
312,34800,72.5,E2,40,61,120,0.25,raw_midi,,
313,34800,72.5,E3,52,62,120,0.25,raw_midi,,
314,34920,72.75,B1,35,61,120,0.25,raw_midi,,
315,34920,72.75,B2,47,63,120,0.25,raw_midi,,
316,35040,73.0,D2,38,62,120,0.25,raw_midi,,
317,35040,73.0,D3,50,63,120,0.25,raw_midi,,
318,35160,73.25,C2,36,63,120,0.25,raw_midi,,
319,35160,73.25,C3,48,64,120,0.25,raw_midi,,
320,35280,73.5,B1,35,63,120,0.25,raw_midi,,
321,35280,73.5,B2,47,64,120,0.25,raw_midi,,
322,35400,73.75,A1,33,64,120,0.25,raw_midi,,
323,35400,73.75,A2,45,65,120,0.25,raw_midi,,
324,35520,74.0,G1,31,65,120,0.25,raw_midi,,
325,35520,74.0,G2,43,66,120,0.25,raw_midi,,
326,35640,74.25,F#1,30,65,120,0.25,raw_midi,,
327,35640,74.25,F#2,42,66,120,0.25,raw_midi,,
328,35760,74.5,G1,31,66,120,0.25,raw_midi,,
329,35760,74.5,G2,43,67,120,0.25,raw_midi,,
330,35880,74.75,A1,33,66,120,0.25,raw_midi,,
331,35880,74.75,A2,45,67,120,0.25,raw_midi,,
332,36000,75.0,A#1,34,67,120,0.25,raw_midi,,
333,36000,75.0,A#2,46,68,120,0.25,raw_midi,,
334,36120,75.25,B1,35,68,120,0.25,raw_midi,,
335,36120,75.25,B2,47,68,120,0.25,raw_midi,,
336,36240,75.5,C2,36,68,120,0.25,raw_midi,,
337,36240,75.5,C3,48,69,120,0.25,raw_midi,,
338,36360,75.75,C#2,37,69,120,0.25,raw_midi,,
339,36360,75.75,C#3,49,70,120,0.25,raw_midi,,
340,36480,76.0,D2,38,69,120,0.25,raw_midi,,
341,36480,76.0,D3,50,70,120,0.25,raw_midi,,
342,36600,76.25,C#2,37,70,120,0.25,raw_midi,,
343,36600,76.25,C#3,49,71,120,0.25,raw_midi,,
344,36720,76.5,D2,38,71,120,0.25,raw_midi,,
345,36720,76.5,D3,50,71,120,0.25,raw_midi,,
346,36840,76.75,E2,40,71,120,0.25,raw_midi,,
347,36840,76.75,E3,52,72,120,0.25,raw_midi,,
348,36960,77.0,F#2,42,72,120,0.25,raw_midi,,
349,36960,77.0,F#3,54,72,120,0.25,raw_midi,,
350,37080,77.25,D2,38,73,120,0.25,raw_midi,,
351,37080,77.25,D3,50,73,120,0.25,raw_midi,,
352,37200,77.5,E2,40,73,120,0.25,raw_midi,,
353,37200,77.5,E3,52,73,120,0.25,raw_midi,,
354,37320,77.75,F#2,42,74,120,0.25,raw_midi,,
355,37320,77.75,F#3,54,74,120,0.25,raw_midi,,
356,37440,78.0,G2,43,74,120,0.25,raw_midi,,
357,37440,78.0,G3,55,75,120,0.25,raw_midi,,
358,37560,78.25,F#2,42,75,120,0.25,raw_midi,,
359,37560,78.25,F#3,54,75,120,0.25,raw_midi,,
360,37680,78.5,G2,43,76,120,0.25,raw_midi,,
361,37680,78.5,G3,55,76,120,0.25,raw_midi,,
362,37800,78.75,A2,45,76,120,0.25,raw_midi,,
363,37800,78.75,A3,57,76,120,0.25,raw_midi,,
364,37920,79.0,A#2,46,77,120,0.25,raw_midi,,
365,37920,79.0,A#3,58,77,120,0.25,raw_midi,,
366,38040,79.25,B2,47,77,120,0.25,raw_midi,,
367,38040,79.25,B3,59,77,120,0.25,raw_midi,,
368,38160,79.5,C3,48,78,120,0.25,raw_midi,,
369,38160,79.5,C4,60,78,120,0.25,raw_midi,,
370,38280,79.75,C#3,49,80,120,0.25,raw_midi,,
371,38280,79.75,C#4,61,80,120,0.25,raw_midi,,
372,38400,80.0,D3,50,80,78,0.1625,raw_midi,,
373,38400,80.0,D4,62,80,78,0.1625,raw_midi,,
374,38520,80.25,D3,50,80,120,0.25,raw_midi,,
375,38520,80.25,D4,62,80,120,0.25,raw_midi,,
376,38640,80.5,F#3,54,81,120,0.25,raw_midi,,
377,38640,80.5,F#4,66,81,120,0.25,raw_midi,,
378,38760,80.75,A3,57,81,120,0.25,raw_midi,,
379,38760,80.75,A4,69,81,120,0.25,raw_midi,,
380,38880,81.0,D4,62,81,78,0.1625,raw_midi,,
381,38880,81.0,D5,74,82,78,0.1625,raw_midi,,
382,39000,81.25,D4,62,82,120,0.25,raw_midi,,
383,39000,81.25,D5,74,82,120,0.25,raw_midi,,
384,39120,81.5,F#4,66,82,120,0.25,raw_midi,,
385,39120,81.5,F#5,78,82,120,0.25,raw_midi,,
386,39240,81.75,A4,69,83,120,0.25,raw_midi,,
387,39240,81.75,A5,81,83,120,0.25,raw_midi,,
388,39360,82.0,D5,74,92,78,0.1625,raw_midi,,
389,39360,82.0,D6,86,93,78,0.1625,raw_midi,,
390,39480,82.25,D5,74,83,120,0.25,raw_midi,,
391,39480,82.25,D6,86,83,120,0.25,raw_midi,,
392,39600,82.5,A4,69,84,120,0.25,raw_midi,,
393,39600,82.5,A5,81,84,120,0.25,raw_midi,,
394,39720,82.75,F#4,66,84,120,0.25,raw_midi,,
395,39720,82.75,F#5,78,84,120,0.25,raw_midi,,
396,39840,83.0,D4,62,84,78,0.1625,raw_midi,,
397,39840,83.0,D5,74,85,78,0.1625,raw_midi,,
398,39960,83.25,D4,62,85,120,0.25,raw_midi,,
399,39960,83.25,D5,74,85,120,0.25,raw_midi,,
400,40080,83.5,A3,57,85,120,0.25,raw_midi,,
401,40080,83.5,A4,69,85,120,0.25,raw_midi,,
402,40200,83.75,F#3,54,86,120,0.25,raw_midi,,
403,40200,83.75,F#4,66,86,120,0.25,raw_midi,,
404,40320,84.0,D3,50,86,78,0.1625,raw_midi,,
405,40320,84.0,D4,62,86,78,0.1625,raw_midi,,
406,40440,84.25,D3,50,86,120,0.25,raw_midi,,
407,40440,84.25,D4,62,86,120,0.25,raw_midi,,
408,40560,84.5,F#3,54,87,120,0.25,raw_midi,,
409,40560,84.5,F#4,66,87,120,0.25,raw_midi,,
410,40680,84.75,A3,57,87,120,0.25,raw_midi,,
411,40680,84.75,A4,69,87,120,0.25,raw_midi,,
412,40800,85.0,D4,62,88,78,0.1625,raw_midi,,
413,40800,85.0,D5,74,88,78,0.1625,raw_midi,,
414,40920,85.25,D4,62,88,120,0.25,raw_midi,,
415,40920,85.25,D5,74,88,120,0.25,raw_midi,,
416,41040,85.5,F#4,66,88,120,0.25,raw_midi,,
417,41040,85.5,F#5,78,88,120,0.25,raw_midi,,
418,41160,85.75,A4,69,89,120,0.25,raw_midi,,
419,41160,85.75,A5,81,89,120,0.25,raw_midi,,
420,41280,86.0,D5,74,99,78,0.1625,raw_midi,,
421,41280,86.0,D6,86,96,78,0.1625,raw_midi,,
422,41400,86.25,D5,74,89,120,0.25,raw_midi,,
423,41400,86.25,D6,86,89,120,0.25,raw_midi,,
424,41520,86.5,A4,69,90,120,0.25,raw_midi,,
425,41520,86.5,A5,81,90,120,0.25,raw_midi,,
426,41640,86.75,F#4,66,90,120,0.25,raw_midi,,
427,41640,86.75,F#5,78,90,120,0.25,raw_midi,,
428,41760,87.0,D4,62,91,78,0.1625,raw_midi,,
429,41760,87.0,D5,74,91,78,0.1625,raw_midi,,
430,41880,87.25,D4,62,91,120,0.25,raw_midi,,
431,41880,87.25,D5,74,91,120,0.25,raw_midi,,
432,42000,87.5,A3,57,91,120,0.25,raw_midi,,
433,42000,87.5,A4,69,91,120,0.25,raw_midi,,
434,42120,87.75,F#3,54,92,120,0.25,raw_midi,,
435,42120,87.75,F#4,66,92,120,0.25,raw_midi,,
436,42240,88.0,D3,50,92,78,0.1625,raw_midi,,
437,42240,88.0,D4,62,92,78,0.1625,raw_midi,,
438,42360,88.25,D4,62,92,120,0.25,raw_midi,,
439,42360,88.25,D5,74,92,120,0.25,raw_midi,,
440,42480,88.5,A3,57,93,120,0.25,raw_midi,,
441,42480,88.5,A4,69,93,120,0.25,raw_midi,,
442,42600,88.75,F#3,54,93,120,0.25,raw_midi,,
443,42600,88.75,F#4,66,93,120,0.25,raw_midi,,
444,42720,89.0,D3,50,94,78,0.1625,raw_midi,,
445,42720,89.0,D4,62,94,78,0.1625,raw_midi,,
446,42840,89.25,D3,50,94,120,0.25,raw_midi,,
447,42840,89.25,D4,62,94,120,0.25,raw_midi,,
448,42960,89.5,A2,45,94,120,0.25,raw_midi,,
449,42960,89.5,A3,57,94,120,0.25,raw_midi,,
450,43080,89.75,F#2,42,95,120,0.25,raw_midi,,
451,43080,89.75,F#3,54,95,120,0.25,raw_midi,,
452,43200,90.0,D2,38,104,960,2.0,raw_midi,,
453,43200,90.0,D3,50,103,960,2.0,raw_midi,,
454,45000,93.75,G5,79,88,840,1.75,raw_midi,,
455,45120,94.0,G3,55,71,720,1.5,raw_midi,,
456,45120,94.0,B3,59,71,720,1.5,raw_midi,,
457,45120,94.0,D4,62,71,720,1.5,raw_midi,,
458,45840,95.5,F#5,78,75,120,0.25,raw_midi,,
